id,president,web_publication_date,pillar_name,word
2,obama,2009-01-20T22:00:00Z,Opinion,stretched
2,obama,2009-01-20T22:00:00Z,Opinion,technology
2,obama,2009-01-20T22:00:00Z,Opinion,credulity
2,obama,2009-01-20T22:00:00Z,Opinion,noon
2,obama,2009-01-20T22:00:00Z,Opinion,stage
2,obama,2009-01-20T22:00:00Z,Opinion,filled
2,obama,2009-01-20T22:00:00Z,Opinion,dignitaries
2,obama,2009-01-20T22:00:00Z,Opinion,mall
2,obama,2009-01-20T22:00:00Z,Opinion,filled
2,obama,2009-01-20T22:00:00Z,Opinion,cheering
2,obama,2009-01-20T22:00:00Z,Opinion,people
2,obama,2009-01-20T22:00:00Z,Opinion,rolling
2,obama,2009-01-20T22:00:00Z,Opinion,news
2,obama,2009-01-20T22:00:00Z,Opinion,channels
2,obama,2009-01-20T22:00:00Z,Opinion,vying
2,obama,2009-01-20T22:00:00Z,Opinion,love
2,obama,2009-01-20T22:00:00Z,Opinion,viewing
2,obama,2009-01-20T22:00:00Z,Opinion,audience
2,obama,2009-01-20T22:00:00Z,Opinion,waiting
2,obama,2009-01-20T22:00:00Z,Opinion,44th
2,obama,2009-01-20T22:00:00Z,Opinion,sworn
2,obama,2009-01-20T22:00:00Z,Opinion,office
2,obama,2009-01-20T22:00:00Z,Opinion,fox
2,obama,2009-01-20T22:00:00Z,Opinion,news
2,obama,2009-01-20T22:00:00Z,Opinion,quickly
2,obama,2009-01-20T22:00:00Z,Opinion,established
2,obama,2009-01-20T22:00:00Z,Opinion,heavyweight
2,obama,2009-01-20T22:00:00Z,Opinion,political
2,obama,2009-01-20T22:00:00Z,Opinion,commentary
2,obama,2009-01-20T22:00:00Z,Opinion,proceeding
2,obama,2009-01-20T22:00:00Z,Opinion,fashion
2,obama,2009-01-20T22:00:00Z,Opinion,forward
2,obama,2009-01-20T22:00:00Z,Opinion,commentary
2,obama,2009-01-20T22:00:00Z,Opinion,outfits
2,obama,2009-01-20T22:00:00Z,Opinion,malia
2,obama,2009-01-20T22:00:00Z,Opinion,sasha
2,obama,2009-01-20T22:00:00Z,Opinion,ladies
2,obama,2009-01-20T22:00:00Z,Opinion,um
2,obama,2009-01-20T22:00:00Z,Opinion,coats
2,obama,2009-01-20T22:00:00Z,Opinion,wondered
2,obama,2009-01-20T22:00:00Z,Opinion,weighty
2,obama,2009-01-20T22:00:00Z,Opinion,commenter
2,obama,2009-01-20T22:00:00Z,Opinion,grasping
2,obama,2009-01-20T22:00:00Z,Opinion,correct
2,obama,2009-01-20T22:00:00Z,Opinion,drapery
2,obama,2009-01-20T22:00:00Z,Opinion,term
2,obama,2009-01-20T22:00:00Z,Opinion,garments
2,obama,2009-01-20T22:00:00Z,Opinion,yep
2,obama,2009-01-20T22:00:00Z,Opinion,coats
2,obama,2009-01-20T22:00:00Z,Opinion,confirmed
2,obama,2009-01-20T22:00:00Z,Opinion,sidekick
2,obama,2009-01-20T22:00:00Z,Opinion,admiring
2,obama,2009-01-20T22:00:00Z,Opinion,academic
2,obama,2009-01-20T22:00:00Z,Opinion,qualifications
2,obama,2009-01-20T22:00:00Z,Opinion,lady
2,obama,2009-01-20T22:00:00Z,Opinion,officially
2,obama,2009-01-20T22:00:00Z,Opinion,proclaim
2,obama,2009-01-20T22:00:00Z,Opinion,um
2,obama,2009-01-20T22:00:00Z,Opinion,man's
2,obama,2009-01-20T22:00:00Z,Opinion,view
2,obama,2009-01-20T22:00:00Z,Opinion,michelle
2,obama,2009-01-20T22:00:00Z,Opinion,stunning
2,obama,2009-01-20T22:00:00Z,Opinion,yep
2,obama,2009-01-20T22:00:00Z,Opinion,cnn
2,obama,2009-01-20T22:00:00Z,Opinion,promising
2,obama,2009-01-20T22:00:00Z,Opinion,media
2,obama,2009-01-20T22:00:00Z,Opinion,ground
2,obama,2009-01-20T22:00:00Z,Opinion,shaking
2,obama,2009-01-20T22:00:00Z,Opinion,election
2,obama,2009-01-20T22:00:00Z,Opinion,night
2,obama,2009-01-20T22:00:00Z,Opinion,hologram
2,obama,2009-01-20T22:00:00Z,Opinion,hailed
2,obama,2009-01-20T22:00:00Z,Opinion,world
2,obama,2009-01-20T22:00:00Z,Opinion,world's
2,obama,2009-01-20T22:00:00Z,Opinion,pointless
2,obama,2009-01-20T22:00:00Z,Opinion,rolling
2,obama,2009-01-20T22:00:00Z,Opinion,news
2,obama,2009-01-20T22:00:00Z,Opinion,gimmick
2,obama,2009-01-20T22:00:00Z,Opinion,exclusively
2,obama,2009-01-20T22:00:00Z,Opinion,reveal
2,obama,2009-01-20T22:00:00Z,Opinion,wolf
2,obama,2009-01-20T22:00:00Z,Opinion,blitzer
2,obama,2009-01-20T22:00:00Z,Opinion,anderson
2,obama,2009-01-20T22:00:00Z,Opinion,cooper
2,obama,2009-01-20T22:00:00Z,Opinion,breathlessly
2,obama,2009-01-20T22:00:00Z,Opinion,repeatedly
2,obama,2009-01-20T22:00:00Z,Opinion,commissioned
2,obama,2009-01-20T22:00:00Z,Opinion,satellite
2,obama,2009-01-20T22:00:00Z,Opinion,picture
2,obama,2009-01-20T22:00:00Z,Opinion,oathswearing
2,obama,2009-01-20T22:00:00Z,Opinion,viewed
2,obama,2009-01-20T22:00:00Z,Opinion,space
2,obama,2009-01-20T22:00:00Z,Opinion,promised
2,obama,2009-01-20T22:00:00Z,Opinion,bring
2,obama,2009-01-20T22:00:00Z,Opinion,moved
2,obama,2009-01-20T22:00:00Z,Opinion,edge
2,obama,2009-01-20T22:00:00Z,Opinion,seats
2,obama,2009-01-20T22:00:00Z,Opinion,meantime
2,obama,2009-01-20T22:00:00Z,Opinion,waiting
2,obama,2009-01-20T22:00:00Z,Opinion,extra
2,obama,2009-01-20T22:00:00Z,Opinion,terrestrial
2,obama,2009-01-20T22:00:00Z,Opinion,view
2,obama,2009-01-20T22:00:00Z,Opinion,flicked
2,obama,2009-01-20T22:00:00Z,Opinion,watched
2,obama,2009-01-20T22:00:00Z,Opinion,news
2,obama,2009-01-20T22:00:00Z,Opinion,anchors
2,obama,2009-01-20T22:00:00Z,Opinion,celebrity
2,obama,2009-01-20T22:00:00Z,Opinion,spotting
2,obama,2009-01-20T22:00:00Z,Opinion,stage
2,obama,2009-01-20T22:00:00Z,Opinion,aretha
2,obama,2009-01-20T22:00:00Z,Opinion,franklin
2,obama,2009-01-20T22:00:00Z,Opinion,lady
2,obama,2009-01-20T22:00:00Z,Opinion,soul
2,obama,2009-01-20T22:00:00Z,Opinion,ladies
